TAHUN,PROVINSI,IKP,Kerentanan Area,P0,KPM,RLS,RTL,Wirausaha,Usaha Kecil,Usaha Besar,Karyawan/Formal,Lepas Pertanian,Lepas Non-Pertanian,Pekerja Keluarga,1,2-3,4-5,â‰¥6,Pengeluaran Pangan,Pengeluaran Nonpangan
2021,PAPUA,"35,48",Sangat Rentan,"27,12",330603,"7,05","15,19",340845,567075,15046,353598,4630,16162,590425,"8,69","41,06","36,66","13,6",792780.9,575598.21
2022,ACEH,"70,16",Tahan,"14,70",3323087,"9,79","27,59",604272,318339,80333,842954,146394,102538,300164,"6,36","32,32","45,74","15,58",668480.98,511651.95
2022,SUMATERA UTARA,"71,22",Tahan,"8,38",4173274,"9,99","26,48",1442845,1033192,264083,2681903,295867,360062,1119422,5,"35,4","45,27","14,32",663926.75,552569.9
2022,SUMATERA BARAT,"79,45",Sangat Tahan,"5,98",1793037,"9,51","32,74",653862,433372,93174,840702,159216,120536,387302,"4,31","33,81","44,69","17,2",716261.97,626723.54
2022,RIAU,"67,59",Tahan,"6,81",1720257,"9,54","21,38",694008,345988,179443,1277659,233706,103379,334746,"3,52","34,18","48,17","14,13",730825.57,694345.29
2022,JAMBI,"69,5",Tahan,"7,66",976860,"9,07","25,2",440747,234315,90532,628911,101742,44086,257486,"3,54","36,86","49,1","10,5",663020.58,598816.2
2022,SUMATERA SELATAN,"69,64",Tahan,"11,93",3023782,"8,82","27,25",1012639,730512,105224,1470045,92464,93482,785338,"3,39","35,47","49,25","11,89",620732.28,528080.19
2022,BENGKULU,"67,99",Tahan,"14,48",936300,"9,28","25,29",225584,191607,39042,297741,63923,37795,181804,"4,06","36,87","49,25","9,82",626208.94,570274.83
2022,LAMPUNG,"78,61",Sangat Tahan,"11,51",4504276,"8,61","28,75",878210,889961,114933,1135028,317382,244568,807884,"2,91","38,95","48,64","9,49",575672.68,499314.76
2022,KEPULAUAN BANGKA BELITUNG,"71,71",Tahan,"4,53",220955,"8,57","24,32",206869,63206,43138,325048,16058,17136,59517,"4,91","41,18","44,27","9,63",881622.45,772658.08
2022,KEPULAUAN RIAU,"63,83",Agak Tahan,"6,14",394277,"10,46","17,06",228843,66721,37329,698846,6322,41320,76616,"9,42","37,05","43,88","9,64",846221.75,985478.65
2022,DKI JAKARTA,"78,25",Sangat Tahan,"4,65",1523154,"11,30","26,87",1183102,195349,154147,2923158,2488,174406,242452,"7,03","40,1","45,07","7,8",953320.89,1572026.48
2022,JAWA BARAT,"77,55",Sangat Tahan,"8,02",26184572,"9,14","26,65",5139406,2533045,800017,9846241,1159651,1896310,2077898,"5,71",43,"44,2","7,09",708389.69,729004.43
2022,JAWA TENGAH,"82,95",Sangat Tahan,"10,96",21394777,"8,38","36,09",3922691,2805232,556838,6770006,720375,1353487,2261830,"4,88","40,35","44,71","10,06",572808.11,548985.75
2022,DI YOGYAKARTA,"80,88",Sangat Tahan,"11,42",2272724,"10,07","43,06",468305,327188,82675,962181,23106,108187,269489,"7,55","39,08","42,98","10,39",628844.56,851529.72
2022,JAWA TIMUR,"79,85",Sangat Tahan,"10,44",20862092,"8,50","38,21",4436795,3779207,594208,7216142,1298841,1179149,3108951,"5,45","42,36","42,6","9,59",600847.63,564290.28
2022,BANTEN,"73,78",Tahan,"6,20",3225853,"9,46","22,93",1302970,455985,130221,2961507,172097,444403,473435,"3,8","38,41","48,26","9,53",830110.79,789460.92
2022,BALI,"85,19",Sangat Tahan,"4,55",1076773,"9,74","37,99",449057,413995,75983,1138045,63474,104432,362084,"3,51","33,85","44,16","18,48",609855.33,832754.43
2022,NUSA TENGGARA BARAT,"76,58",Sangat Tahan,"13,75",2907199,"8,31","23,28",544562,626343,45987,623924,178012,229392,470125,"5,43","44,89","42,58","7,11",666966.05,493696.03
2022,NUSA TENGGARA TIMUR,"68,42",Tahan,"20,14",2356889,"8,25","31,97",700707,697198,35932,685800,36937,55807,702912,"4,58","26,42","42,24","26,77",480749.17,403352.91
2022,KALIMANTAN BARAT,"70,81",Tahan,"6,77",1889356,"8,10","25,98",575269,406906,77405,977144,77840,81219,361740,"3,81","34,49","47,2","14,51",666065.89,566552.33
2022,KALIMANTAN TENGAH,"69,96",Tahan,"5,25",527945,"9,03","21,64",323876,154229,42295,609738,33445,34642,146250,"5,71","43,33","42,74","8,23",762633.94,679661.3
2022,KALIMANTAN SELATAN,"81,05",Sangat Tahan,"4,55",1001571,"8,89","24,9",540516,306435,53261,840029,26373,54905,270706,"6,39","40,84","44,38","8,4",727960.88,679758.06
2022,KALIMANTAN TIMUR,"77,65",Sangat Tahan,"6,38",643543,"10,13","23,16",418152,147138,58511,915189,20943,47312,139675,"5,68","36,72","45,44","12,17",813447.68,984037.85
2022,KALIMANTAN UTARA,"71,04",Tahan,"6,82",160360,"9,45","22,64",76378,35959,13200,167333,13037,6976,41101,"4,89","32,69","43,56","18,86",758431.1,811754.88
2022,SULAWESI UTARA,"74,3",Tahan,"7,31",858621,"9,87","34,95",360403,95154,34283,439544,58533,78562,93486,"6,1","41,45","40,59","11,86",674114.08,562591.43
2022,SULAWESI TENGAH,"75,92",Sangat Tahan,"12,32",1321210,"9,17","26,79",397661,288105,43087,466606,67253,59734,263874,"4,34","34,82","43,42","17,43",561738.97,521939.99
2022,SULAWESI SELATAN,"81,38",Sangat Tahan,"8,65",3867489,"9,09","32,91",994371,826966,143320,1443452,103020,103553,738968,"4,6","33,71","43,97","17,73",566223.75,576387.95
2022,SULAWESI TENGGARA,"75,04",Sangat Tahan,"11,22",1204426,"9,59","25,25",336223,218186,41512,460961,20070,42213,216756,"3,95","32,15","43,51","20,4",535048.46,576546.85
2022,GORONTALO,"80,35",Sangat Tahan,"15,47",708365,"8,39","28,92",151566,109126,19020,196178,31464,28726,78170,"4,34","34,96","44,11","16,59",534461.48,608535.25
2022,SULAWESI BARAT,"74,04",Tahan,"11,84",649584,"8,47","26,32",151389,197500,8328,158165,24150,29020,163350,"3,08","31,47","45,47","19,97",491876.25,464029.03
2022,MALUKU,"60,2",Agak Tahan,"16,10",551155,"10,37","29,46",264482,106529,16494,280340,4937,19448,116614,"4,36","30,58","38,84","26,21",589485.16,580343.17
2022,MALUKU UTARA,"58,39",Agak Tahan,"6,30",299945,"9,60","24,22",168100,97571,16270,184757,14057,21808,82405,"3,13","31,1","43,45","22,32",585162.43,543423.92
2022,PAPUA BARAT,"45,92",Rentan,"21,38",258720,"10,14","20,02",118867,81861,6972,186744,1506,7823,83932,"5,43","33,96","39,87","20,74",723854.71,724650.68
2022,PAPUA,"37,8",Rentan,"26,68",1205586,"7,31","14,68",408941,574734,10830,296534,3088,17758,622882,"6,98","37,45","39,26","16,32",858106.47,596214.24
2023,ACEH,"72,96",Tahan,"14,45",2780856,"9,89","28,98",626676,323177,103392,879044,117333,114334,283389,"3,93","28,4","49,11","18,56",702547.37,523428.83
2023,SUMATERA UTARA,"75,97",Sangat Tahan,"8,15",3921537,"10,07","29,71",1678211,1035761,287853,2843817,278743,272936,1152216,"3,92","31,62","47,83","16,63",707587.6,597751.75
2023,SUMATERA BARAT,"83,22",Sangat Tahan,"5,95",1648519,"9,59","32,44",694094,469208,121729,896996,166420,133170,363308,"4,36","30,69","46,59","18,36",747469.07,664354.39
2023,RIAU,"68,68",Tahan,"6,68",1516642,"9,60","24,03",688343,290574,202733,1234451,192193,85568,308472,"2,01","27,71","52,89","17,39",776144.66,751404.7
2023,JAMBI,"72,17",Tahan,"7,58",885167,"9,16","30,7",455085,229175,90143,635648,100571,52692,238950,"2,63","34,64","49,09","13,64",720949.34,703176.06
2023,SUMATERA SELATAN,"73,82",Tahan,"11,78",2706411,"8,90","29,99",1063720,710379,138924,1490405,118662,119898,757671,"2,55","30,72","52,79","13,94",647779.5,562206.47
2023,BENGKULU,"72,27",Tahan,"14,04",819660,"9,35","29,74",232544,199256,34698,310058,64601,49386,179072,"2,64","36,75","50,02","10,58",679166.28,653392.1
2023,LAMPUNG,"81,56",Sangat Tahan,"11,11",4060111,"8,72","30,73",1032382,887494,126013,1252006,286906,310872,801985,"3,86","40,16","47,11","8,87",627879.17,575138.13
2023,KEPULAUAN BANGKA BELITUNG,"71,14",Tahan,"4,52",200624,"8,66","28,1",218634,60287,37099,329788,18062,20934,65011,"3,68","37,55","47,23","11,54",879796.7,847753.11
2023,KEPULAUAN RIAU,"65,1",Agak Tahan,"5,69",340268,"10,52","20,38",205557,57425,38465,637669,3948,13433,62859,"2,69","36,41","48,04","12,86",863530.15,1126172.38
2023,DKI JAKARTA,"83,8",Sangat Tahan,"4,44",1150459,"11,42","28,93",1162880,248452,186108,3048533,1549,140264,284951,"3,01","38,07","49,68","9,24",1055896.03,1735819.73
2023,JAWA BARAT,"82,19",Sangat Tahan,"7,62",22178797,"9,16","30,69",5465649,2577011,772675,9767774,962614,1818633,2139242,"4,45","39,66","47,36","8,52",761832.09,805834.06
2023,JAWA TENGAH,"84,8",Sangat Tahan,"10,77",18023086,"8,44","39,23",4639252,2976742,591544,7326685,691994,1478142,2284516,"7,35","42,82","41,84","7,99",601528.46,608377.72
2023,DI YOGYAKARTA,"83,17",Sangat Tahan,"11,04",1943250,"10,16","39,78",462700,305042,71774,917189,16921,95143,270941,"9,22","39,32","43,18","8,28",722132.03,1009427.9
2023,JAWA TIMUR,"82,46",Sangat Tahan,"10,35",17198004,"8,53","41,29",4879286,3726867,731057,7643044,1302320,1220662,3199941,"6,45","43,91","41,21","8,42",657408.15,666078.11
2023,BANTEN,"78,71",Sangat Tahan,"6,17",2847802,"9,48","29,96",1236312,424474,148932,2812688,132966,339386,421898,"3,57","32,67","51,92","11,84",847451.83,896235.03
2023,BALI,"87,65",Sangat Tahan,"4,25",889385,"9,74","36,66",478358,380853,82005,1165405,64390,97451,349354,"7,12","36,8","42,32","13,76",729755.13,1011767.65
2023,NUSA TENGGARA BARAT,"76,51",Sangat Tahan,"13,85",2803629,"8,39","26,51",616072,611804,68271,733040,177699,232403,453693,"6,14","45,78","41,13","6,95",711179.64,549640.43
2023,NUSA TENGGARA TIMUR,"71,25",Tahan,"19,96",2665239,"8,31","34,35",708400,652589,40025,698495,32561,51369,713462,"3,46","25,28",44,"27,26",516671.89,444700.34
2023,KALIMANTAN BARAT,"72,2",Tahan,"6,71",1678082,"8,17","29,14",623168,402614,88293,1030465,94194,100248,436263,"3,67","33,9","48,16","14,27",695043.07,650509.19
2023,KALIMANTAN TENGAH,"68,9",Tahan,"5,11",472280,"9,07","24,73",346718,141210,45993,603785,29106,39326,143737,"4,3","40,93","45,78","8,99",787550.25,738234.75
2023,KALIMANTAN SELATAN,"81,26",Sangat Tahan,"4,29",890269,"8,95","31,64",550667,269971,56490,874079,27793,60703,239978,"4,17","37,56","48,32","9,95",747954.79,709389.53
2023,KALIMANTAN TIMUR,"79,29",Sangat Tahan,"6,11",506308,"10,17","26,41",442091,156872,60189,961948,25812,46088,154295,"5,32","36,91","44,95","12,82",885068.66,1095206.21
2023,KALIMANTAN UTARA,"74,59",Sangat Tahan,"6,45",135374,"9,53","27,78",69897,50756,15425,165558,13879,10409,46346,"3,22","32,47","43,41","20,91",801219.39,892357.51
2023,SULAWESI UTARA,"77,32",Sangat Tahan,"7,38",774603,"9,94","36,62",396471,105404,34047,489615,54402,75356,95653,"5,56","42,33","40,06","12,04",670957.06,644219.43
2023,SULAWESI TENGAH,"75,83",Sangat Tahan,"12,41",1188537,"9,22","30,16",401283,250771,47286,477199,54960,57548,258122,"3,35","33,16","43,92","19,57",602467.79,571211.67
2023,SULAWESI SELATAN,"83,36",Sangat Tahan,"8,70",3448517,"9,12","37,29",1068775,749430,137536,1534390,94237,160815,745800,"3,41","32,49","44,81","19,28",597180.38,655370.87
2023,SULAWESI TENGGARA,"74,96",Sangat Tahan,"11,43",1071020,"9,62","29,18",341905,217087,44332,471475,10188,48250,218403,"3,42","28,08","45,94","22,56",561451.54,611287.64
2023,GORONTALO,"81,63",Sangat Tahan,"15,15",656150,"8,48","32,88",177780,97073,15116,213938,28846,23561,75207,"3,08","33,6","45,18","18,14",590965.95,637927.45
2023,SULAWESI BARAT,"73,03",Tahan,"11,49",594010,"8,48","28,15",168252,177779,13346,184685,23691,24839,150415,"2,88","31,14","45,16","20,82",530104.19,506415.89
2023,MALUKU,"64,37",Agak Tahan,"16,42",523857,"10,38","31,96",246493,132336,15286,279756,8272,25199,145912,"4,35","27,06","43,15","25,43",595310.18,642860.1
2023,MALUKU UTARA,"62,34",Agak Tahan,"6,46",289715,"9,61","29,2",184364,105263,16137,199173,7590,20237,101935,"2,17","28,45","44,45","24,93",660687.49,656471.93
2023,PAPUA BARAT,"47,95",Rentan,"20,49",340087,"10,14","20,36",153403,75234,11481,221004,2528,10631,86602,"7,08","36,01","37,66","19,25",773830.64,824422.98
2023,PAPUA,"42,27",Rentan,"26,03",1954489,"7,34","16,4",499190,688919,15981,365332,3690,17067,858768,"12,28","40,2","35,33","12,2",866058.82,643933.58
2024,ACEH,"73,94",Tahan,"13,44",1932814,"9,95","29,23",645318,325122,104835,894197,132869,126749,279264,"4,38","29,6","49,02","17,01",722434.0,542298.95
2024,SUMATERA UTARA,"77,49",Sangat Tahan,"7,59",3074198,"10,18","31,23",1677410,1017863,294145,2999749,279693,282698,1171806,"2,34","31,43","49,87","16,36",734270.16,606687.15
2024,SUMATERA BARAT,"84,32",Sangat Tahan,"5,70",1273639,"9,72","33,02",668142,477518,117094,978207,182849,126790,374153,"4,3","30,26","47,27","18,17",797727.89,683125.29
2024,RIAU,"70,42",Tahan,"6,52",1052412,"9,69","23,99",681879,309452,229903,1347698,167981,77279,345175,"2,31","30,6","52,55","14,55",824229.25,738936.23
2024,JAMBI,"74,94",Sangat Tahan,"7,18",684629,"9,26","31,08",436009,241752,101117,662381,99906,49621,242481,"2,39","35,26","49,8","12,56",773667.41,698833.35
2024,SUMATERA SELATAN,"74,07",Tahan,"10,74",1844008,"8,98","30,59",988205,764746,116932,1570479,125536,98844,815358,"2,18","31,6","52,47","13,74",711510.48,577490.47
2024,BENGKULU,"73,39",Tahan,"13,04",552843,"9,40","30,97",228256,201111,43530,330763,63063,43635,190876,"2,02","34,6","53,29","10,09",724415.27,691560.71
2024,LAMPUNG,"82,58",Sangat Tahan,"10,66",2773343,"8,80","32,79",1012029,890711,143048,1334427,287725,279306,840343,"1,94","37,07","51,52","9,47",656936.65,544536.79
2024,KEPULAUAN BANGKA BELITUNG,"70,21",Tahan,"4,82",168012,"8,78","28,89",210040,68907,34923,339402,20826,16040,75946,"3,67","36,71","48,4","11,22",929141.92,863932.17
2024,KEPULAUAN RIAU,"66,29",Tahan,"5,08",239773,"10,65","19,28",182722,63631,44987,673118,3920,20180,60529,"5,77","37,36","46,9","9,97",938634.09,1170437.37
2024,DKI JAKARTA,"85,13",Sangat Tahan,"4,22",812769,"11,49","29,35",1173975,267776,193649,3059737,1490,127234,283914,"2,75","38,71","49,63","8,91",1108227.68,1686257.49
2024,JAWA BARAT,"82,97",Sangat Tahan,"7,27",15381114,"9,24","30,5",5277180,2755777,797608,10338608,1053386,1976885,2217666,"3,53","40,15","48,61","7,71",803842.31,829190.15
2024,JAWA TENGAH,"85,34",Sangat Tahan,"10,03",12319492,"8,47","41,83",4539388,3028490,616770,7802374,831150,1370561,2672660,"4,86","39,87","44,83","10,44",647310.51,624367.63
2024,DI YOGYAKARTA,"84,15",Sangat Tahan,"10,62",1305356,"10,23","38,68",454282,305757,76095,947238,25574,79342,294481,"13,51","39,88","39,52","7,08",748181.8,1010682.83
2024,JAWA TIMUR,"83,86",Sangat Tahan,"9,68",11806155,"8,69",43,4743683,3672278,729532,8266448,1479558,1114909,3354702,"5,45","42,64","42,7","9,2",689147.65,667795.59
2024,BANTEN,"79,25",Sangat Tahan,"5,77",2197612,"9,55","28,29",1171097,485630,126827,2991606,199527,336957,486279,"1,97","34,22","54,28","9,54",873268.32,898893.86
2024,BALI,"88,23",Sangat Tahan,"3,90",598381,"9,87","36,31",490709,351518,85738,1228943,64135,99860,344518,"6,57","36,32","43,52","13,58",804982.1,1067777.52
2024,NUSA TENGGARA BARAT,"78,44",Sangat Tahan,"12,41",1998584,"8,50","27,75",605418,614293,72486,843365,219744,204052,546191,"4,44","43,6","44,76","7,2",730070.57,547068.32
2024,NUSA TENGGARA TIMUR,"70,91",Tahan,"19,25",2355814,"8,48","34,11",697371,635283,48502,758562,49055,48488,787201,"3,84","25,82","44,58","25,76",541264.64,434589.13
2024,KALIMANTAN BARAT,"73,49",Tahan,"6,29",1185869,"8,28","31,04",641195,378251,97259,1162010,99182,98296,387328,"1,48","32,39","49,79","16,34",735784.64,652292.13
2024,KALIMANTAN TENGAH,"70,16",Tahan,"5,22",361252,"9,17","25,3",338458,143527,55064,655428,36018,42695,131085,"2,9","42,38",46,"8,72",835242.9,755447.73
2024,KALIMANTAN SELATAN,"82,95",Sangat Tahan,"4,07",613042,"9,02","32,08",507614,277007,65674,923205,30931,42920,281925,"4,88","39,53","46,41","9,17",799947.54,734091.71
2024,KALIMANTAN TIMUR,"78,61",Sangat Tahan,"5,65",330300,"10,22","28,13",445260,150826,75429,1064558,19169,41756,179449,"3,67","35,37","47,58","13,38",925953.54,1116837.56
2024,KALIMANTAN UTARA,"75,77",Sangat Tahan,"5,85",88967,"9,58","29,37",78697,48181,12545,175095,7613,8138,48092,"2,08","32,42","43,87","21,63",833208.89,824833.17
2024,SULAWESI UTARA,"76,32",Sangat Tahan,"6,98",523426,"10,02","38,71",357806,112514,41470,540000,77176,62463,114405,"2,71","40,71","43,8","12,78",717919.36,664509.76
2024,SULAWESI TENGAH,"76,87",Sangat Tahan,"11,41",835730,"9,28","30,89",386658,257031,52507,500097,79308,53989,269066,"3,2","32,81","45,76","18,22",644418.05,587035.33
2024,SULAWESI SELATAN,"83,82",Sangat Tahan,"7,92",2406145,"9,22","38,8",1021034,751391,170852,1678177,136898,144813,777763,"2,05","31,82","46,82","19,32",636654.76,646426.25
2024,SULAWESI TENGGARA,"76,68",Sangat Tahan,"10,92",730416,"9,74","29,27",334074,218954,48369,496475,24919,34387,273711,"3,5","29,51","44,65","22,33",604047.4,623116.09
2024,GORONTALO,"81,47",Sangat Tahan,"14,22",451196,"8,64","34,17",170080,88018,19023,224702,30868,22343,77150,"2,21","34,44","44,76","18,59",620822.96,641445.52
2024,SULAWESI BARAT,"71,99",Tahan,"10,96",418930,"8,56","29,8",170250,167485,13908,197587,32495,23517,152265,"2,12","29,46","45,63","22,79",579734.3,529854.73
2024,MALUKU,"62,68",Agak Tahan,"15,92",384321,"10,44","32,78",278567,125301,17086,300290,13144,16453,156872,"2,27","26,44","42,35","28,93",640897.17,636671.86
2024,MALUKU UTARA,"61,44",Agak Tahan,"6,18",207123,"9,70","29,9",184027,103214,18158,214964,8744,22791,109590,"1,33","26,58","46,23","25,86",726547.04,720763.3
2024,PAPUA BARAT,"51,36",Agak Rentan,"19,46",423480,"10,18","22,40",154178,78899,8635,227245,3406,14355,101104,"3,87","31,3","41,72","23,11",823752.21,819356.79
2024,PAPUA,"40,21",Rentan,"24,02",2266395,"7,74","20,42",553509,629584,15377,399586,6048,21309,846979,"4,89","37,35","41,11","16,64",889869.29,665667.45